Text,Back Extra,Word,TranslationJa,Audio,Image
"不平(の原因), 不満(の種).<br>A special committee has been appointed to handle prisoners {{c1::grievances}}.","grievance<br>不平(の原因), 不満(の種).<br>[sound:ukgrena012.mp3]<br><img src=""paste-1db1b46f946e74b038f57de45b744f4c5ca5c027.jpg"">",grievance,"不平(の原因), 不満(の種).",ukgrena012.mp3,paste-1db1b46f946e74b038f57de45b744f4c5ca5c027.jpg
グリル<br>Dad was {{c1::grilling}} chicken in the back yard.,"grill<br>グリル<br>[sound:ukgrena017.mp3]<br><img src=""grill.jpg"">",grill,グリル,ukgrena017.mp3,grill.jpg
"成長, 発展<br>population {{c1::growth}}","growth<br>成長, 発展<br>[sound:ukgroun017.mp3]<br><img src=""growth.jpg"">",growth,"成長, 発展",ukgroun017.mp3,growth.jpg
"（～であると）保証する, 請け合う<br>We can't {{c1::guarantee}} that it will arrive in time.","guarantee<br>（～であると）保証する, 請け合う<br>[sound:ukgrumb019.mp3]<br><img src=""paste-d3ca8487d46cadcbc9f070685ddbfe9cc2fbcc6c.png"">",guarantee,"（～であると）保証する, 請け合う",ukgrumb019.mp3,paste-d3ca8487d46cadcbc9f070685ddbfe9cc2fbcc6c.png
[しばしば複数形で] (政策などの)指針，指標，ガイドライン.<br>The EU has issued {{c1::guidelines}} on appropriate levels of pay for part-time manual workers.,"guideline<br>[しばしば複数形で] (政策などの)指針，指標，ガイドライン.<br>[sound:ukcld00609.mp3]<br><img src=""paste-67e57654b2353feb6123b4e9aa0e56f8c08ed505.jpg"">",guideline,[しばしば複数形で] (政策などの)指針，指標，ガイドライン.,ukcld00609.mp3,paste-67e57654b2353feb6123b4e9aa0e56f8c08ed505.jpg
"（値段の）交渉をする, 議論する<br>I spent 20 minutes {{c1::haggling}} over the price of the car.","haggle<br>（値段の）交渉をする, 議論する<br>[sound:ukhaema010.mp3]<br><img src=""haggle.jpg"">",haggle,"（値段の）交渉をする, 議論する",ukhaema010.mp3,haggle.jpg
"（問題）に対処する, （問題）を処理する<br>He {{c1::handled}} the situation very well.","handle<br>（問題）に対処する, （問題）を処理する<br>[sound:ukhandb022.mp3]<br><img src=""EUCOM Image.jpg"">",handle,"（問題）に対処する, （問題）を処理する",ukhandb022.mp3,EUCOM Image.jpg
"便利な, 使いやすい<br>a {{c1::handy}} container/tool","handy<br>便利な, 使いやすい<br>[sound:ukhando011.mp3]<br><img src=""handy.jpg"">",handy,"便利な, 使いやすい",ukhando011.mp3,handy.jpg
"（英）港, 港湾<br>Our hotel room overlooked a pretty little fishing {{c1::harbour}}.","harbour<br>（英）港, 港湾<br>[sound:ukhapha017.mp3]<br><img src=""harbour.jpg"">",harbour,"（英）港, 港湾",ukhapha017.mp3,harbour.jpg
"害のある, 有害な<br>Smoking is {{c1::harmful}} to your health.","harmful<br>害のある, 有害な<br>[sound:ukhardw016.mp3]<br><img src=""harmful.jpg"">",harmful,"害のある, 有害な",ukhardw016.mp3,harmful.jpg
危険な<br>{{c1::hazardous}} chemicals,"hazardous<br>危険な<br>[sound:ukhave_021.mp3]<br><img src=""hazardous.jpg"">",hazardous,危険な,ukhave_021.mp3,hazardous.jpg
本社<br>Paul was transferred to our {{c1::head office}} in London.,"head office<br>本社<br>[sound:uka33234.mp3]<br><img src=""head-office.jpg"">",head office,本社,uka33234.mp3,head-office.jpg
"本社, 本部<br>police {{c1::headquarters}}","headquarters<br>本社, 本部<br>[sound:ukhead_026.mp3]<br><img src=""headquarters.jpg"">",headquarters,"本社, 本部",ukhead_026.mp3,headquarters.jpg
"ためらう, ちゅうちょする<br>Richard {{c1::hesitated}} before answering.","hesitate<br>ためらう, ちゅうちょする<br>[sound:ukherse006.mp3]<br><img src=""hesitate.jpg"">",hesitate,"ためらう, ちゅうちょする",ukherse006.mp3,hesitate.jpg
"ためらい, ちゅうちょ<br>After a moment’s {{c1::hesitation}}, he unlocked the door.","hesitation<br>ためらい, ちゅうちょ<br>[sound:ukherse007.mp3]<br><img src=""hesitation.jpg"">",hesitation,"ためらい, ちゅうちょ",ukherse007.mp3,hesitation.jpg
"見所, （イベントなどの）目玉<br>The boat trip was one of the {{c1::highlights}} of the holiday.","highlight<br>見所, （イベントなどの）目玉<br>[sound:ukhighb008.mp3]<br><img src=""highlight.jpg"">",highlight,"見所, （イベントなどの）目玉",ukhighb008.mp3,highlight.jpg
"とても, 非常に<br>a {{c1::highly}} intelligent child","highly<br>とても, 非常に<br>[sound:ukhighb010.mp3]<br><img src=""highly.jpg"">",highly,"とても, 非常に",ukhighb010.mp3,highly.jpg
（お金を払って短期間）～を借りる<br>They {{c1::hired}} a car for a few weeks.,"hire<br>（お金を払って短期間）～を借りる<br>[sound:ukhire_001.mp3]<br><img src=""hire.jpg"">",hire,（お金を払って短期間）～を借りる,ukhire_001.mp3,hire.jpg
"～を手に持つ, ～を抱きかかえる<br>He was {{c1::holding}} a glass of wine.","hold<br>～を手に持つ, ～を抱きかかえる<br>[sound:ukhobno026.mp3]<br><img src=""paste-c2b91348c1b9b27a98d61f5a0a109a76115f6d24.jpg"">",hold,"～を手に持つ, ～を抱きかかえる",ukhobno026.mp3,paste-c2b91348c1b9b27a98d61f5a0a109a76115f6d24.jpg
"ホームページ（ウェブサイトの一番最初のページ）<br>To make this your {{c1::homepage}}, click here.","home page<br>ホームページ（ウェブサイトの一番最初のページ）<br>[sound:ukcld00679.mp3]<br><img src=""home-page.jpg"">",home page,ホームページ（ウェブサイトの一番最初のページ）,ukcld00679.mp3,home-page.jpg
"（男性の）パーティー主催者, 主人<br>We thanked our {{c1::hosts}} for a very enjoyable evening.","host<br>（男性の）パーティー主催者, 主人<br>[sound:ukhorsi017.mp3]<br><img src=""host.jpg"">",host,"（男性の）パーティー主催者, 主人",ukhorsi017.mp3,host.jpg
身分証明書<br>Do you have any {{c1::identification}} on you?,"identification<br>身分証明書<br>[sound:ukicono021.mp3]<br><img src=""identification.jpg"">",identification,身分証明書,ukicono021.mp3,identification.jpg
～が誰（何）であるか分かる<br>The victim has not yet been {{c1::identified}}.,"identify<br>～が誰（何）であるか分かる<br>[sound:ukicono022.mp3]<br><img src=""identify.jpg"">",identify,～が誰（何）であるか分かる,ukicono022.mp3,identify.jpg
想像の[に関する]; 想像的な.<br>an {{c1::imaginative}} new approach/policy,"imaginative<br>想像の[に関する]; 想像的な.<br>[sound:ukillus013.mp3]<br><img src=""imaginative.jpg"">",imaginative,想像の[に関する]; 想像的な.,ukillus013.mp3,imaginative.jpg
即時の<br>The drugs had an {{c1::immediate}} effect.,"immediate<br>即時の<br>[sound:ukimmac009.mp3]<br><img src=""immediate.jpg"">",immediate,即時の,ukimmac009.mp3,immediate.jpg
すぐに<br>She asked him to come home {{c1::immediately}}.,"immediately<br>すぐに<br>[sound:ukimmac010.mp3]<br><img src=""immediately.jpg"">",immediately,すぐに,ukimmac010.mp3,immediately.jpg
衝撃<br>She has had a major {{c1::impact}} on today’s pop music.,"impact<br>衝撃<br>[sound:ukimmod023.mp3]<br><img src=""impact.jpg"">",impact,衝撃,ukimmod023.mp3,impact.jpg
"いらいらした, 気が短い<br>I get very {{c1::impatient}} with the children when they won’t do their homework.","impatient<br>いらいらした, 気が短い<br>[sound:ukimpar012.mp3]<br><img src=""impatient.jpg"">",impatient,"いらいらした, 気が短い",ukimpar012.mp3,impatient.jpg
【可算名詞】道具，用具，器具 《★【類語】 ⇒instrument》.<br>The changes to the national health system will be {{c1::implemented}} next year.,"implement<br>【可算名詞】道具，用具，器具 《★【類語】 ⇒instrument》.<br>[sound:ukimpet019.mp3]<br><img src=""implement.jpg"">",implement,【可算名詞】道具，用具，器具 《★【類語】 ⇒instrument》.,ukimpet019.mp3,implement.jpg
～をほのめかす<br>She {{c1::implied}} that she wasn't happy at work.,"imply<br>～をほのめかす<br>[sound:ukimplo002.mp3]<br><img src=""imply.jpg"">",imply,～をほのめかす,ukimplo002.mp3,imply.jpg
感じ<br>What was your {{c1::impression}} of Carla’s husband?,"impression<br>感じ<br>[sound:ukimpra011.mp3]<br><img src=""impression.jpg"">",impression,感じ,ukimpra011.mp3,impression.jpg
不適切な<br>{{c1::improper}} conduct,"improper<br>不適切な<br>[sound:ukimpra027.mp3]<br><img src=""paste-750c3829a2906e074fbe7f7786baac6d85cb74ff.jpg"">",improper,不適切な,ukimpra027.mp3,paste-750c3829a2906e074fbe7f7786baac6d85cb74ff.jpg
"～がよくなる, ～を改良する<br>Scott’s behaviour has {{c1::improved}} a lot lately.","improve<br>～がよくなる, ～を改良する<br>[sound:ukimpra030.mp3]<br><img src=""improve.jpg"">",improve,"～がよくなる, ～を改良する",ukimpra030.mp3,improve.jpg
"改善, 向上<br>There’s been a big {{c1::improvement}} in her work this term.","improvement<br>改善, 向上<br>[sound:ukimpro001.mp3]<br><img src=""improvement.jpg"">",improvement,"改善, 向上",ukimpro001.mp3,improvement.jpg
（行動を促す）刺激、要因<br>People had little {{c1::incentive}} to save.,"incentive<br>（行動を促す）刺激、要因<br>[sound:ukincen002.mp3]<br><img src=""incentive.jpg"">",incentive,（行動を促す）刺激、要因,ukincen002.mp3,incentive.jpg
～する傾向にある<br>Tom is {{c1::inclined}} to be forgetful.,"inclined<br>～する傾向にある<br>[sound:ukincle004.mp3]<br><img src=""inclined.jpg"">",inclined,～する傾向にある,ukincle004.mp3,inclined.jpg
～を含む<br>The price {{c1::includes}} flights and three nights’ accommodation.,"include<br>～を含む<br>[sound:ukincle005.mp3]<br><img src=""include.jpg"">",include,～を含む,ukincle005.mp3,include.jpg
【不可算名詞】包含，包括; 算入 〔in〕.<br>She is being considered for {{c1::inclusion}} in the England team.,"inclusion<br>【不可算名詞】包含，包括; 算入 〔in〕.<br>[sound:ukincle008.mp3]<br><img src=""inclusion.jpg"">",inclusion,【不可算名詞】包含，包括; 算入 〔in〕.,ukincle008.mp3,inclusion.jpg
収入（定期的）<br>Many families are on low {{c1::incomes}}.,"income<br>収入（定期的）<br>[sound:ukincle014.mp3]<br><img src=""income.jpg"">",income,収入（定期的）,ukincle014.mp3,income.jpg
不便<br>We apologize for any {{c1::inconvenience}} caused.,"inconvenience<br>不便<br>[sound:ukincon028.mp3]<br><img src=""inconvenience.jpg"">",inconvenience,不便,ukincon028.mp3,inconvenience.jpg
"～が増える, ～を増やす<br>Smoking {{c1::increases}} the risk of serious illnesses.","increase<br>～が増える, ～を増やす<br>[sound:ukincor012.mp3]<br><img src=""increase.jpg"">",increase,"～が増える, ～を増やす",ukincor012.mp3,increase.jpg
指し示す<br>Recent evidence {{c1::indicates}} that the skeleton is about three million years old.,"indicate<br>指し示す<br>[sound:ukindel022.mp3]<br><img src=""paste-9a08c2ad6ec04d3e60a52b7b02464b7feaf81d56.jpg"">",indicate,指し示す,ukindel022.mp3,paste-9a08c2ad6ec04d3e60a52b7b02464b7feaf81d56.jpg
兆候<br>She gave no {{c1::indication}} that she was unhappy.,"indication<br>兆候<br>[sound:ukindel023.mp3]<br><img src=""indication.jpg"">",indication,兆候,ukindel023.mp3,indication.jpg
個別の<br>Read out the {{c1::individual}} letters of each word.,"individual<br>個別の<br>[sound:ukindis007.mp3]<br><img src=""individual.jpg"">",individual,個別の,ukindis007.mp3,individual.jpg
それぞれに<br>Ask the students to work {{c1::individually}}.,"individually<br>それぞれに<br>[sound:ukindis014.mp3]<br><img src=""individually.jpg"">",individually,それぞれに,ukindis014.mp3,individually.jpg
"未熟な, 経験不足な<br>Kennedy was young and {{c1::inexperienced}}.","inexperienced<br>未熟な, 経験不足な<br>[sound:ukinexp001.mp3]<br><img src=""inexperienced.jpg"">",inexperienced,"未熟な, 経験不足な",ukinexp001.mp3,inexperienced.jpg
～を推察する<br>I {{c1::inferred}} from the number of cups that he was expecting visitors.,"infer<br>～を推察する<br>[sound:ukinfec005.mp3]<br><img src=""infer.jpg"">",infer,～を推察する,ukinfec005.mp3,infer.jpg
"～を膨らます, ～が膨らむ<br>{{c1::Inflate}} the tyres.","inflate<br>～を膨らます, ～が膨らむ<br>[sound:ukinfir009.mp3]<br><img src=""inflate.jpg"">",inflate,"～を膨らます, ～が膨らむ",ukinfir009.mp3,inflate.jpg
インフレ<br>rising {{c1::inflation}},"inflation<br>インフレ<br>[sound:ukinfir010.mp3]<br><img src=""inflation.jpg"">",inflation,インフレ,ukinfir010.mp3,inflation.jpg
影響（力）<br>The drug companies have a lot of {{c1::influence}} on doctors.,"influence<br>影響（力）<br>[sound:ukinfir019.mp3]<br><img src=""influence.jpg"">",influence,影響（力）,ukinfir019.mp3,influence.jpg
影響力のある<br>an {{c1::influential}} figure in jazz,"influential<br>影響力のある<br>[sound:ukinfir020.mp3]<br><img src=""influential.jpg"">",influential,影響力のある,ukinfir020.mp3,influential.jpg
情報<br>Do you have any {{c1::information}} about local schools?,"information<br>情報<br>[sound:ukinfir030.mp3]<br><img src=""information.jpg"">",information,情報,ukinfir030.mp3,information.jpg
（意見、お金、アドバイスなどの）提供<br>We welcome {{c1::input}} from all of you.,"input<br>（意見、お金、アドバイスなどの）提供<br>[sound:ukinorg002.mp3]<br><img src=""input.jpg"">",input,（意見、お金、アドバイスなどの）提供,ukinorg002.mp3,input.jpg
問い合わせ<br>The company has received a lot of {{c1::inquiries}} about its new service.,"inquiry<br>問い合わせ<br>[sound:ukenliv017.mp3]<br><img src=""inquiry.jpg"">",inquiry,問い合わせ,ukenliv017.mp3,inquiry.jpg
～を備え付ける<br>The school has {{c1::installed}} a burglar alarm.,"install<br>～を備え付ける<br>[sound:ukinspe009.mp3]<br><img src=""install.jpg"">",install,～を備え付ける,ukinspe009.mp3,install.jpg
取り付け<br>Do you have to pay extra for {{c1::installation}}?,"installation<br>取り付け<br>[sound:ukinspe010.mp3]<br><img src=""installation.jpg"">",installation,取り付け,ukinspe010.mp3,installation.jpg
保険<br>We need car {{c1::insurance}}.,"insurance<br>保険<br>[sound:ukinsur001.mp3]<br><img src=""insurance.jpg"">",insurance,保険,ukinsur001.mp3,insurance.jpg
保険をかける<br>I need to get my car {{c1::insured}}.,"insure<br>保険をかける<br>[sound:ukensla006.mp3]<br><img src=""insure.jpg"">",insure,保険をかける,ukensla006.mp3,insure.jpg
～するつもりだ<br>How long do you {{c1::intend}} to stay in Paris?,"intend<br>～するつもりだ<br>[sound:ukintem004.mp3]<br><img src=""intend.jpg"">",intend,～するつもりだ,ukintem004.mp3,intend.jpg
"意図, 目的<br>I have no {{c1::intention}} of seeing him again.","intention<br>意図, 目的<br>[sound:ukintem014.mp3]<br><img src=""intention.jpg"">",intention,"意図, 目的",ukintem014.mp3,intention.jpg
張り詰めた、熱心な<br>The child stared {{c1::intently}} at her.,"intently<br>張り詰めた、熱心な<br>[sound:ukintem017.mp3]<br><img src=""paste-a784dc44e0b2d0a7e8a8be858871b2e837f6947e.jpg"">",intently,張り詰めた、熱心な,ukintem017.mp3,paste-a784dc44e0b2d0a7e8a8be858871b2e837f6947e.jpg
〈捕虜・危険人物などを〉拘禁する，抑留する.<br>Many foreigners were {{c1::interned}} for the duration of the war.,"intern<br>〈捕虜・危険人物などを〉拘禁する，抑留する.<br>[sound:ukinter125.mp3]<br><img src=""paste-ec1edd004b26c46c1da428d424bebda463a11ceb.jpg"">",intern,〈捕虜・危険人物などを〉拘禁する，抑留する.,ukinter125.mp3,paste-ec1edd004b26c46c1da428d424bebda463a11ceb.jpg
"内部の, 体内の<br>{{c1::internal}} injuries","internal<br>内部の, 体内の<br>[sound:ukinter126.mp3]<br><img src=""internal.jpg"">",internal,"内部の, 体内の",ukinter126.mp3,internal.jpg
国際的な<br>an {{c1::international}} team of scientists,"international<br>国際的な<br>[sound:ukinter130.mp3]<br><img src=""international.jpg"">",international,国際的な,ukinter130.mp3,international.jpg
"インターンの地位[身分], 病院実習(期間) (cf.residency).<br>He served his {{c1::internship}} at Garfield Hospital.","internship<br>インターンの地位[身分], 病院実習(期間) (cf.residency).<br>[sound:ukinter211.mp3]<br><img src=""internship.jpg"">",internship,"インターンの地位[身分], 病院実習(期間) (cf.residency).",ukinter211.mp3,internship.jpg
"（話を）さえぎる, じゃまをする<br>Sorry to {{c1::interrupt}}, but what time is it?","interrupt<br>（話を）さえぎる, じゃまをする<br>[sound:ukinter307.mp3]<br><img src=""paste-d2b673ddfd621b81691dbedc8213b57b44e65148.png"">",interrupt,"（話を）さえぎる, じゃまをする",ukinter307.mp3,paste-d2b673ddfd621b81691dbedc8213b57b44e65148.png
面接<br>I had an {{c1::interview}} last week for a job in London.,"interview<br>面接<br>[sound:ukinter324.mp3]<br><img src=""interview.jpg"">",interview,面接,ukinter324.mp3,interview.jpg
非常に貴重な<br>Her contacts in government proved {{c1::invaluable}} to the company.,"invaluable<br>非常に貴重な<br>[sound:ukintru024.mp3]<br><img src=""invaluable.jpg"">",invaluable,非常に貴重な,ukintru024.mp3,invaluable.jpg
～を発明する<br>Who {{c1::invented}} the television?,"invent<br>～を発明する<br>[sound:ukinvei003.mp3]<br><img src=""invent.jpg"">",invent,～を発明する,ukinvei003.mp3,invent.jpg
発明品<br>A lot of great {{c1::inventions}} have come from America.,"invention<br>発明品<br>[sound:ukinvei004.mp3]<br><img src=""invention.jpg"">",invention,発明品,ukinvei004.mp3,invention.jpg
在庫、棚卸し<br>A set of 24 gilded chairs appear on the {{c1::inventory}} of the house for 1736.,"inventory<br>在庫、棚卸し<br>[sound:ukinvei009.mp3]<br><img src=""inventory.jpg"">",inventory,在庫、棚卸し,ukinvei009.mp3,inventory.jpg
～を投資する<br>He’s {{c1::invested}} a million pounds in the project.,"invest<br>～を投資する<br>[sound:ukinvei015.mp3]<br><img src=""invest.jpg"">",invest,～を投資する,ukinvei015.mp3,invest.jpg
"調査する, 取り調べる<br>Police are {{c1::investigating}} the murder.","investigate<br>調査する, 取り調べる<br>[sound:ukinvei016.mp3]<br><img src=""investigate.jpg"">",investigate,"調査する, 取り調べる",ukinvei016.mp3,investigate.jpg
捜査;&nbsp; &nbsp;研究 〔into〕.<br>An {{c1::investigation}} has been under way for several days into the disappearance of a 13-year-old boy.,"investigation<br>捜査;&nbsp; &nbsp;研究 〔into〕.<br>[sound:ukinvei017.mp3]<br><img src=""paste-9de9e566063b75016785c66565a6537156b9fe51.jpg"">",investigation,捜査;&nbsp; &nbsp;研究 〔into〕.,ukinvei017.mp3,paste-9de9e566063b75016785c66565a6537156b9fe51.jpg
"（金銭の）投資<br>This bank account requires a minimum {{c1::investment}} of $1,000.","investment<br>（金銭の）投資<br>[sound:ukinvei022.mp3]<br><img src=""investment.jpg"">",investment,（金銭の）投資,ukinvei022.mp3,investment.jpg
～を招く<br>They've {{c1::invited}} us to the wedding.,"invite<br>～を招く<br>[sound:ukinvig013.mp3]<br><img src=""invite.jpg"">",invite,～を招く,ukinvig013.mp3,invite.jpg
請求書<br>{{c1::Invoices}} must be submitted by the 24th of every month.,"invoice<br>請求書<br>[sound:ukinvig018.mp3]<br><img src=""invoice.jpg"">",invoice,請求書,ukinvig018.mp3,invoice.jpg
〈…を〉孤立させる，隔離する，分離する.<br>A high wall {{c1::isolated}} the house from the rest of the village.,"isolate<br>〈…を〉孤立させる，隔離する，分離する.<br>[sound:ukisola001.mp3]<br><img src=""isolate.jpg"">",isolate,〈…を〉孤立させる，隔離する，分離する.,ukisola001.mp3,isolate.jpg
問題（点）<br>environmental {{c1::issues}},"issue<br>問題（点）<br>[sound:ukisola016.mp3]<br><img src=""paste-444d915f6d3111711e288ddc3afd8aa67393c212.jpg"">",issue,問題（点）,ukisola016.mp3,paste-444d915f6d3111711e288ddc3afd8aa67393c212.jpg
"項目, 品目<br>This is the last {{c1::item}} on the list.","item<br>項目, 品目<br>[sound:ukisola028.mp3]<br><img src=""paste-ad3d540995bcdbc6f1bcb2261c01e6758abb69c1.png"">",item,"項目, 品目",ukisola028.mp3,paste-ad3d540995bcdbc6f1bcb2261c01e6758abb69c1.png
"〈…を〉個条書きにする，項目別にする<br>We asked for an {{c1::itemized}} bill, listing all our phone calls and how long they were.","itemize<br>〈…を〉個条書きにする，項目別にする<br>[sound:ukisola029.mp3]<br><img src=""itemize.jpg"">",itemize,〈…を〉個条書きにする，項目別にする,ukisola029.mp3,itemize.jpg
"旅行日程(表), 旅行計画.<br>The tour operator will arrange transport and plan your {{c1::itinerary}}.","itinerary<br>旅行日程(表), 旅行計画.<br>[sound:ukitine001.mp3]<br><img src=""paste-e4e83367749f724dc3a53168f35caf9c83383a7c.png"">",itinerary,"旅行日程(表), 旅行計画.",ukitine001.mp3,paste-e4e83367749f724dc3a53168f35caf9c83383a7c.png
やきもち焼きの<br>a {{c1::jealous}} husband,"jealous<br>やきもち焼きの<br>[sound:ukjaund021.mp3]<br><img src=""jealous.jpg"">",jealous,やきもち焼きの,ukjaund021.mp3,jealous.jpg
～を危険にさらす<br>Bad weather could {{c1::jeopardize}} all our plans.,"jeopardize<br>～を危険にさらす<br>[sound:ukjehov010.mp3]<br><img src=""jeopardize.jpg"">",jeopardize,～を危険にさらす,ukjehov010.mp3,jeopardize.jpg
危険&nbsp;《★【比較】/dangerよりも形式ばった語》.<br>{{c1::Jeopardy}}! is an American television game show created by Merv Griffin. &nbsp;&nbsp;,"jeopardy<br>危険&nbsp;《★【比較】/dangerよりも形式ばった語》.<br>[sound:ukjehov011.mp3]<br><img src=""paste-37d576b80166816338d3620cd160a9f4070e1efa.png"">",jeopardy,危険&nbsp;《★【比較】/dangerよりも形式ばった語》.,ukjehov011.mp3,paste-37d576b80166816338d3620cd160a9f4070e1efa.png
仕事のない，失業(中)の.<br>He's been {{c1::jobless}} for the past six months.,"jobless<br>仕事のない，失業(中)の.<br>[sound:ukjimda018.mp3]<br><img src=""jobless.jpg"">",jobless,仕事のない，失業(中)の.,ukjimda018.mp3,jobless.jpg
（団体）に参加する、加入する<br>He {{c1::joined}} the army when he was 18.,"join<br>（団体）に参加する、加入する<br>[sound:ukjocul017.mp3]<br><img src=""paste-471c38f57883301b9d9e62c2cc06fba0f60c928a.png"">",join,（団体）に参加する、加入する,ukjocul017.mp3,paste-471c38f57883301b9d9e62c2cc06fba0f60c928a.png
"合同の, 共同の<br>The project was a {{c1::joint}} effort by all the children in the class.","joint<br>合同の, 共同の<br>[sound:ukjocul020.mp3]<br><img src=""paste-0e4a883383d196451cb45def1745e6e99e07e81b.jpg"">",joint,"合同の, 共同の",ukjocul020.mp3,paste-0e4a883383d196451cb45def1745e6e99e07e81b.jpg
（専門的な）定期刊行物<br>a medical {{c1::journal}},"journal<br>（専門的な）定期刊行物<br>[sound:ukjolli016.mp3]<br><img src=""journal.jpg"">",journal,（専門的な）定期刊行物,ukjolli016.mp3,journal.jpg
旅<br>a train {{c1::journey}},"journey<br>旅<br>[sound:ukjolli021.mp3]<br><img src=""paste-eb04be6f813ed229d04a0a3bf52b130cc352406c.png"">",journey,旅,ukjolli021.mp3,paste-eb04be6f813ed229d04a0a3bf52b130cc352406c.png
裁判官<br>The {{c1::judge}} ruled that he was not guilty of murder.,"judge<br>裁判官<br>[sound:ukjoyfu026.mp3]<br><img src=""judge.jpg"">",judge,裁判官,ukjoyfu026.mp3,judge.jpg
正義<br>She worked hard for {{c1::justice}} for all.,"justice<br>正義<br>[sound:ukjun__020.mp3]<br><img src=""justice.jpg"">",justice,正義,ukjun__020.mp3,justice.jpg
(行為の)正当化，(正当であるとする)弁明<br>There is no {{c1::justification}} for treating people so badly.,"justification<br>(行為の)正当化，(正当であるとする)弁明<br>[sound:ukjun__023.mp3]<br><img src=""justification.jpg"">",justification,(行為の)正当化，(正当であるとする)弁明,ukjun__023.mp3,justification.jpg
～を正当化する<br>I can't {{c1::justify}} taking another day off work.,"justify<br>～を正当化する<br>[sound:ukjun__025.mp3]<br><img src=""paste-f6f218b71127d72ef5e6fc844c09418d6c866580.jpg"">",justify,～を正当化する,ukjun__025.mp3,paste-f6f218b71127d72ef5e6fc844c09418d6c866580.jpg
熱心な<br>a {{c1::keen}} photographer,"keen<br>熱心な<br>[sound:ukkazak010.mp3]<br><img src=""keen.jpg"">",keen,熱心な,ukkazak010.mp3,keen.jpg
～を自分のものにする<br>You can {{c1::keep}} that dress if you like it.,"keep<br>～を自分のものにする<br>[sound:ukkazak013.mp3]<br><img src=""keep.jpg"">",keep,～を自分のものにする,ukkazak013.mp3,keep.jpg
（ドア）をノックする<br>There’s someone {{c1::knocking}} at the door.,"knock<br>（ドア）をノックする<br>[sound:ukkneel025.mp3]<br><img src=""knock.jpg"">",knock,（ドア）をノックする,ukkneel025.mp3,knock.jpg
知っている<br>“How old is she?” “I don’t {{c1::know}}.”,"know<br>知っている<br>[sound:ukknock008.mp3]<br><img src=""know.jpg"">",know,知っている,ukknock008.mp3,know.jpg
知識<br>His {{c1::knowledge}} of history is amazing.,"knowledge<br>知識<br>[sound:ukknock012.mp3]<br><img src=""knowledge.jpg"">",knowledge,知識,ukknock012.mp3,knowledge.jpg
知識の豊富な<br>He’s very {{c1::knowledgeable}} about art.,"knowledgeable<br>知識の豊富な<br>[sound:ukknock013.mp3]<br><img src=""knowledgeable.jpg"">",knowledgeable,知識の豊富な,ukknock013.mp3,knowledgeable.jpg
ラベル<br>There are washing instructions on the {{c1::label}}.,"label<br>ラベル<br>[sound:ukkos__030.mp3]<br><img src=""label.jpg"">",label,ラベル,ukkos__030.mp3,label.jpg
（人）が精を出して働く、労働<br>He {{c1::laboured}} night and day to get the house finished on time.,"labour<br>（人）が精を出して働く、労働<br>[sound:uklabia002.mp3]<br><img src=""labour.jpg"">",labour,（人）が精を出して働く、労働,uklabia002.mp3,labour.jpg
不足<br>My only problem is {{c1::lack}} of money.,"lack<br>不足<br>[sound:uklabia021.mp3]<br><img src=""paste-f7de8dcead6b183a06669e9eed65ef16eaef6959.png"">",lack,不足,uklabia021.mp3,paste-f7de8dcead6b183a06669e9eed65ef16eaef6959.png
家主<br>The {{c1::landlord}} had promised to redecorate the bedrooms before we moved in.,"landlord<br>家主<br>[sound:uklampl019.mp3]<br><img src=""landlord.jpg"">",landlord,家主,uklampl019.mp3,landlord.jpg
ラップトップ<br>A {{c1::laptop}} would be really useful for when I'm working on the train.,"laptop<br>ラップトップ<br>[sound:ukcld00785.mp3]<br><img src=""laptop.jpg"">",laptop,ラップトップ,ukcld00785.mp3,laptop.jpg
"（ロケットなど）を打ち上げる, （船）を進水させる<br>They have {{c1::launched}} an inquiry into his death.","launch<br>（ロケットなど）を打ち上げる, （船）を進水させる<br>[sound:uklatvi010.mp3]<br><img src=""launch.jpg"">",launch,"（ロケットなど）を打ち上げる, （船）を進水させる",uklatvi010.mp3,launch.jpg
法学<br>I studied {{c1::law}} at college.,"law<br>法学<br>[sound:uklatvi026.mp3]<br><img src=""paste-0ce0599faa9f59fe4f7635b649a4eb886d65b97f.jpg"">",law,法学,uklatvi026.mp3,paste-0ce0599faa9f59fe4f7635b649a4eb886d65b97f.jpg
"（水など）が漏れる, （水など）を漏らす<br>The bottle had {{c1::leaked}} and the bag was all wet.","leak<br>（水など）が漏れる, （水など）を漏らす<br>[sound:ukldriv016.mp3]<br><img src=""leak.jpg"">",leak,"（水など）が漏れる, （水など）を漏らす",ukldriv016.mp3,leak.jpg
"～が傾く, ～を傾ける<br>She {{c1::leaned}} forward so she could hear better.","lean<br>～が傾く, ～を傾ける<br>[sound:ukldriv019.mp3]<br><img src=""lean.jpg"">",lean,"～が傾く, ～を傾ける",ukldriv019.mp3,lean.jpg
賃貸契約<br>We signed a three-year {{c1::lease}} when we moved into the house.,"lease<br>賃貸契約<br>[sound:uklearn002.mp3]<br><img src=""lease.jpg"">",lease,賃貸契約,uklearn002.mp3,lease.jpg
自由時間<br>Do you have a lot of {{c1::leisure}} time?,"leisure<br>自由時間<br>[sound:uklegal030.mp3]<br><img src=""leisure.jpg"">",leisure,自由時間,uklegal030.mp3,leisure.jpg
